1 0 5094
2 5094 9780
3 14874 1641
4 16515 730
5 17245 715
6 17960 2909
7 20869 1859
8 22728 2300
9 25028 3171
10 28199 2882
11 31081 2945
12 34026 2997
13 37023 2427
14 39450 2458
15 41908 2527
16 44435 843
17 45278 1585
18 46863 5819
19 52682 2567
20 55249 1277
21 56526 2034
22 58560 1569
23 60129 2887
24 63016 5792
25 68808 1184
26 69992 2811
27 72803 1833
28 74636 1226
29 75862 1110
30 76972 1767
31 78739 5981
32 84720 1791
33 86511 3429
34 89940 1584
35 91524 602
36 92126 2693
37 94819 888
38 95707 5750
39 101457 5200
40 106657 1602
41 108259 753
42 109012 782
43 109794 2474
44 112268 5789
45 118057 3727
46 121784 3703
47 125487 3661
48 129148 3756
49 132904 3810
50 136714 3838
51 140552 4042
52 144594 3859
53 148453 3784
54 152237 3808
55 156045 3826
56 159871 3745
57 163616 3784
58 167400 3802
59 171202 3798
60 175000 3845
61 178845 3684
62 182529 618
63 183147 5805
64 188952 674
65 189626 2794
66 192420 2857
67 195277 1082
68 196359 1265
69 197624 7570
70 205194 1474
71 206668 2286
72 208954 2082
73 211036 1447
74 212483 973
75 213456 1692
76 215148 2612
77 217760 1898
78 219658 17029
79 236687 1536
80 238223 4837
81 243060 2098
82 245158 2809
83 247967 6269
84 254236 513
85 254749 4022
86 258771 2030
87 260801 1202
88 262003 4648
89 266651 839
90 267490 2107
91 269597 1885
92 271482 4172
93 275654 4685
94 280339 9227
95 289566 4120
96 293686 2696
97 296382 830
98 297212 795
99 298007 898
100 298905 1043
101 299948 8490
102 308438 4209
103 312647 3210
104 315857 12842
105 328699 4559
106 333258 2356
107 335614 2412
108 338026 644
109 338670 1361
110 340031 10067
111 350098 21746
112 371844 856
113 372700 3498
114 376198 3819
115 380017 1407
116 381424 1052
117 382476 5744
118 388220 1197
119 389417 895
120 390312 10805
121 401117 1340
122 402457 17710
123 420167 9458
124 429625 2828
125 432453 3955
126 436408 1340
127 437748 4583
128 442331 5940
129 448271 1044
130 449315 862
131 450177 2286
132 452463 8150
133 460613 3239
134 463852 1826
135 465678 514
136 466192 1532
137 467724 2260
138 469984 3792
139 473776 5918
140 479694 1314
141 481008 3152
142 484160 1224
143 485384 1298
144 486682 1088
145 487770 5520
146 493290 914
147 494204 4348
148 498552 327
149 498879 8859
150 507738 3574
151 511312 1590
152 512902 1322
153 514224 6379
154 520603 4056
155 524659 1234
156 525893 2927
157 528820 2640
158 531460 1763
159 533223 4094
160 537317 12800
161 550117 1458
162 551575 4013
163 555588 3563
164 559151 1348
165 560499 1071
166 561570 3942
167 565512 6856
168 572368 12922
169 585290 1567
170 586857 1501
171 588358 1436
172 589794 2414
173 592208 2141
174 594349 1730
175 596079 1747
176 597826 1138
177 598964 1619
178 600583 788
179 601371 7004
180 608375 8111
181 616486 1460
182 617946 1066
183 619012 4650
184 623662 2405
185 626067 1148
186 627215 6417
187 633632 1753
188 635385 7534
189 642919 2148
190 645067 6371
191 651438 3974
192 655412 1374
193 656786 8314
194 665100 6875
195 671975 9510
196 681485 3623
197 685108 2206
198 687314 3372
199 690686 4709
200 695395 1662
201 697057 3674
202 700731 1993
203 702724 3209
204 705933 2854
205 708787 7570
206 716357 403
207 716760 505
208 717265 11253
209 728518 4484
210 733002 3669
211 736671 9019
212 745690 3400
213 749090 2044
214 751134 1994
215 753128 7124
216 760252 6457
217 766709 3683
218 770392 2239
219 772631 14962
220 787593 6407
221 794000 1321
222 795321 1968
223 797289 2930
224 800219 2577
225 802796 2129
226 804925 1581
227 806506 733
228 807239 1383
229 808622 727
230 809349 379
231 809728 3980
232 813708 3917
233 817625 3055
234 820680 4157
235 824837 7600
236 832437 5430
237 837867 1348
238 839215 5319
